datetime,option_symbol,action,order_size,price,pnl,day,type,strike,idx,expiration_date
2024-01-10T17:02:11.819268862Z,SPX   240216C04650000,B,50,162.4,100999.99999999994,2024-01-10,C,4650.0,15,2024-02-16
2024-01-10T17:02:11.819268862Z,SPX   240216C04650000,B,50,162.4,100999.99999999994,2024-01-10,C,4650.0,16,2024-02-16
2024-01-10T17:05:25.372704036Z,SPX   240119C04730000,B,50,55.4,93499.99999999996,2024-01-10,C,4730.0,1,2024-01-19
2024-01-10T17:05:25.372704036Z,SPX   240119C04730000,B,50,55.4,93000.0,2024-01-10,C,4730.0,2,2024-01-19
2024-01-10T17:12:48.515922701Z,SPX   240119C04625000,B,50,150.5,92500.0,2024-01-10,C,4625.0,3,2024-01-19
2024-01-10T17:12:48.516186811Z,SPX   240119C04625000,B,50,150.5,92500.0,2024-01-10,C,4625.0,2,2024-01-19
2024-01-10T17:12:48.516502680Z,SPX   240119C04625000,B,50,150.5,92500.0,2024-01-10,C,4625.0,1,2024-01-19
2024-01-10T19:37:20.791938432Z,SPX   240315C04700000,S,50,170.3,94500.00000000004,2024-01-10,C,4700.0,2,2024-03-15
2024-01-10T19:53:17.916542367Z,SPX   240315C04600000,S,50,255.8,94000.00000000006,2024-01-10,C,4600.0,3,2024-03-15
2024-01-10T19:53:17.916542367Z,SPX   240315C04600000,S,50,255.8,94000.00000000006,2024-01-10,C,4600.0,4,2024-03-15
2024-01-10T19:53:27.845796878Z,SPX   240315C04600000,S,50,255.6,92999.99999999996,2024-01-10,C,4600.0,5,2024-03-15
2024-01-10T19:53:27.845796878Z,SPX   240315C04600000,S,50,255.6,92999.99999999996,2024-01-10,C,4600.0,6,2024-03-15
2024-01-10T19:53:27.845796878Z,SPX   240315C04600000,S,50,255.6,92500.0,2024-01-10,C,4600.0,7,2024-03-15
2024-01-10T19:55:33.929160698Z,SPX   240216C04625000,S,50,204.0,105999.99999999996,2024-01-10,C,4625.0,1,2024-02-16
2024-01-10T19:55:33.929160698Z,SPX   240216C04625000,S,50,204.0,102999.99999999996,2024-01-10,C,4625.0,2,2024-02-16
2024-01-10T19:56:11.125566430Z,SPX   240119C04750000,S,50,58.9,103000.0,2024-01-10,C,4750.0,3,2024-01-19
2024-01-10T19:56:14.745872816Z,SPX   240315C04800000,S,50,106.2,95000.0,2024-01-10,C,4800.0,1,2024-03-15
2024-01-10T19:59:01.740104309Z,SPX   240119C04700000,S,50,100.5,112999.99999999996,2024-01-10,C,4700.0,1,2024-01-19
2024-01-10T19:59:28.754941963Z,SPX   240119C04625000,S,50,169.0,92500.0,2024-01-10,C,4625.0,2,2024-01-19
2024-01-10T19:59:28.754941963Z,SPX   240119C04625000,S,50,169.0,92500.0,2024-01-10,C,4625.0,1,2024-01-19
2024-01-10T19:59:28.754941963Z,SPX   240119C04625000,S,50,169.0,92500.0,2024-01-10,C,4625.0,3,2024-01-19
2024-01-10T20:00:00.678242320Z,SPX   240119C04730000,S,50,74.1,93499.99999999996,2024-01-10,C,4730.0,1,2024-01-19
2024-01-10T20:02:34.642653776Z,SPX   240216C04710000,S,50,132.8,99000.00000000006,2024-01-10,C,4710.0,1,2024-02-16
2024-01-10T20:02:34.642653776Z,SPX   240216C04730000,S,50,117.7,92500.0,2024-01-10,C,4730.0,2,2024-02-16
2024-01-10T20:04:11.711916124Z,SPX   240315P05000000,B,50,196.2,99000.00000000006,2024-01-10,P,5000.0,1,2024-03-15
2024-01-10T20:04:11.711916124Z,SPX   240315P05000000,B,50,196.2,95000.0,2024-01-10,P,5000.0,3,2024-03-15
2024-01-10T20:06:32.674368059Z,SPX   240119C04710000,S,50,91.6,99499.99999999996,2024-01-10,C,4710.0,3,2024-01-19
2024-01-10T20:06:32.674372931Z,SPX   240119C04710000,S,50,91.6,99499.99999999996,2024-01-10,C,4710.0,2,2024-01-19
2024-01-10T20:06:32.674372931Z,SPX   240119C04710000,S,50,91.6,99499.99999999996,2024-01-10,C,4710.0,1,2024-01-19
2024-01-10T20:06:32.674377768Z,SPX   240119C04730000,S,50,74.0,93000.0,2024-01-10,C,4730.0,2,2024-01-19
2024-01-10T20:08:22.741255027Z,SPX   240119C04750000,S,50,59.5,106000.00000000004,2024-01-10,C,4750.0,2,2024-01-19
2024-01-10T20:08:22.741255027Z,SPX   240119C04750000,S,50,59.5,112500.0,2024-01-10,C,4750.0,1,2024-01-19
2024-01-10T20:08:42.365340516Z,SPX   240216C04750000,S,50,105.9,101500.00000000006,2024-01-10,C,4750.0,1,2024-02-16
2024-01-10T20:10:55.348649878Z,SPX   240119C04750000,S,50,58.7,102000.00000000004,2024-01-10,C,4750.0,4,2024-01-19
2024-01-10T20:10:55.348649878Z,SPX   240119C04750000,S,50,58.7,99000.00000000004,2024-01-10,C,4750.0,5,2024-01-19
2024-01-10T20:12:05.313883415Z,SPX   240315C04650000,S,50,214.8,92000.00000000004,2024-01-10,C,4650.0,3,2024-03-15
2024-01-10T20:12:05.313883415Z,SPX   240315C04650000,S,50,214.8,93000.00000000012,2024-01-10,C,4650.0,2,2024-03-15
2024-01-10T20:12:05.313883415Z,SPX   240315C04650000,S,50,214.8,93000.00000000012,2024-01-10,C,4650.0,1,2024-03-15
2024-01-10T20:12:57.874168413Z,SPX   240119C04650000,S,50,147.0,107500.0,2024-01-10,C,4650.0,2,2024-01-19
2024-01-10T20:12:57.874168413Z,SPX   240119C04650000,S,50,147.0,117999.99999999996,2024-01-10,C,4650.0,1,2024-01-19
2024-01-10T20:14:18.090247616Z,SPX   240216C04650000,S,46,182.7,102119.99999999994,2024-01-10,C,4650.0,1,2024-02-16
2024-01-10T20:14:33.924261872Z,SPX   240216C04650000,S,50,182.6,108499.99999999996,2024-01-10,C,4650.0,4,2024-02-16
2024-01-10T20:14:33.924272217Z,SPX   240216C04650000,S,50,182.6,102000.00000000004,2024-01-10,C,4650.0,10,2024-02-16
2024-01-10T20:14:33.924281036Z,SPX   240216C04650000,S,50,182.6,102500.0,2024-01-10,C,4650.0,7,2024-02-16
2024-01-10T20:14:33.924290921Z,SPX   240216C04650000,S,50,182.6,102500.0,2024-01-10,C,4650.0,8,2024-02-16
2024-01-10T20:14:33.924290921Z,SPX   240216C04650000,S,50,182.6,102000.00000000004,2024-01-10,C,4650.0,9,2024-02-16
2024-01-10T20:14:33.924300876Z,SPX   240216C04650000,S,50,182.6,108499.99999999996,2024-01-10,C,4650.0,3,2024-02-16
2024-01-10T20:14:33.924311193Z,SPX   240216C04650000,S,50,182.6,100999.99999999994,2024-01-10,C,4650.0,12,2024-02-16
2024-01-10T20:14:33.924311193Z,SPX   240216C04650000,S,50,182.6,102000.00000000004,2024-01-10,C,4650.0,11,2024-02-16
2024-01-10T20:14:33.924321054Z,SPX   240216C04650000,S,50,182.6,100999.99999999994,2024-01-10,C,4650.0,13,2024-02-16
2024-01-10T20:14:33.924330930Z,SPX   240216C04650000,S,50,182.6,100999.99999999994,2024-01-10,C,4650.0,14,2024-02-16
2024-01-10T20:14:33.924330930Z,SPX   240216C04650000,S,50,182.6,100999.99999999994,2024-01-10,C,4650.0,15,2024-02-16
2024-01-10T20:14:33.924341707Z,SPX   240216C04720000,S,50,126.1,100000.0,2024-01-10,C,4720.0,3,2024-02-16
2024-01-10T20:14:33.924346653Z,SPX   240216C04650000,S,50,182.6,100999.99999999994,2024-01-10,C,4650.0,16,2024-02-16
2024-01-10T20:14:33.924351282Z,SPX   240216C04650000,S,50,182.6,102500.0,2024-01-10,C,4650.0,6,2024-02-16
2024-01-10T20:14:33.924351282Z,SPX   240216C04650000,S,50,182.6,108499.99999999996,2024-01-10,C,4650.0,5,2024-02-16
2024-01-10T20:14:33.924355989Z,SPX   240216C04720000,S,50,126.1,100000.0,2024-01-10,C,4720.0,2,2024-02-16
2024-01-11T14:30:08.057388890Z,SPX   240216C04700000,S,50,137.8,154000.00000000006,2024-01-11,C,4700.0,1,2024-02-16
2024-01-11T14:30:18.248229180Z,SPX   240216C04725000,S,50,121.4,162000.00000000003,2024-01-11,C,4725.0,1,2024-02-16
2024-01-11T14:31:38.876013586Z,SPX   240119P04800000,B,50,28.1,153999.99999999997,2024-01-11,P,4800.0,5,2024-01-19
2024-01-11T14:31:38.876013586Z,SPX   240119P04800000,B,44,28.1,158840.0,2024-01-11,P,4800.0,1,2024-01-19
2024-01-11T14:31:56.575537966Z,SPX   240119C04725000,S,50,75.5,151499.99999999997,2024-01-11,C,4725.0,1,2024-01-19
2024-01-11T14:33:04.302665115Z,SPX   240119C04700000,S,50,94.4,168500.00000000003,2024-01-11,C,4700.0,1,2024-01-19
2024-01-11T14:35:38.169168638Z,SPX   240119C04750000,S,50,60.1,165500.0,2024-01-11,C,4750.0,2,2024-01-19
2024-01-11T14:35:38.169168638Z,SPX   240119C04750000,S,50,60.1,163500.00000000003,2024-01-11,C,4750.0,5,2024-01-19
2024-01-11T14:35:38.169168638Z,SPX   240119C04750000,S,50,60.1,168000.0,2024-01-11,C,4750.0,1,2024-01-19
2024-01-11T14:35:38.169168638Z,SPX   240119C04750000,S,50,60.1,165000.0,2024-01-11,C,4750.0,3,2024-01-19
2024-01-11T14:35:38.169168638Z,SPX   240119C04750000,S,50,60.1,163999.99999999997,2024-01-11,C,4750.0,4,2024-01-19
2024-01-11T14:38:03.283791618Z,SPX   240216C04750000,S,50,104.6,151499.99999999997,2024-01-11,C,4750.0,31,2024-02-16
2024-01-11T14:38:03.283791618Z,SPX   240216C04750000,S,50,104.6,151499.99999999997,2024-01-11,C,4750.0,32,2024-02-16
2024-01-11T14:38:05.977053380Z,SPX   240216C04750000,S,50,104.5,151000.00000000003,2024-01-11,C,4750.0,33,2024-02-16
2024-01-11T14:38:08.109226143Z,SPX   240216C04750000,S,50,104.7,152000.00000000003,2024-01-11,C,4750.0,29,2024-02-16
2024-01-11T14:38:08.109226143Z,SPX   240216C04750000,S,50,104.7,153500.00000000003,2024-01-11,C,4750.0,23,2024-02-16
2024-01-11T14:38:08.109226143Z,SPX   240216C04750000,S,50,104.7,152000.00000000003,2024-01-11,C,4750.0,30,2024-02-16
2024-01-11T14:38:08.109226143Z,SPX   240216C04750000,S,50,104.7,153500.00000000003,2024-01-11,C,4750.0,24,2024-02-16
2024-01-11T14:38:08.109226143Z,SPX   240216C04750000,S,50,104.7,152500.0,2024-01-11,C,4750.0,26,2024-02-16
2024-01-11T14:38:08.109226143Z,SPX   240216C04750000,S,50,104.7,152500.0,2024-01-11,C,4750.0,28,2024-02-16
2024-01-11T14:38:08.109226143Z,SPX   240216C04750000,S,50,104.7,152500.0,2024-01-11,C,4750.0,27,2024-02-16
2024-01-11T14:38:08.109226143Z,SPX   240216C04750000,S,50,104.7,153000.00000000006,2024-01-11,C,4750.0,25,2024-02-16
2024-01-11T14:38:08.109230676Z,SPX   240216C04750000,S,50,104.7,153500.00000000003,2024-01-11,C,4750.0,22,2024-02-16
2024-01-11T14:38:08.109230676Z,SPX   240216C04750000,S,50,104.7,153500.00000000003,2024-01-11,C,4750.0,21,2024-02-16
2024-01-11T14:38:08.109230676Z,SPX   240216C04750000,S,50,104.7,153500.00000000003,2024-01-11,C,4750.0,20,2024-02-16
2024-01-11T14:38:08.109230676Z,SPX   240216C04750000,S,50,104.7,153500.00000000003,2024-01-11,C,4750.0,19,2024-02-16
2024-01-11T14:38:08.109411262Z,SPX   240216C04750000,S,50,104.7,154500.00000000003,2024-01-11,C,4750.0,14,2024-02-16
2024-01-11T14:38:08.109411262Z,SPX   240216C04750000,S,50,104.7,153999.99999999997,2024-01-11,C,4750.0,16,2024-02-16
2024-01-11T14:38:08.109411262Z,SPX   240216C04750000,S,50,104.7,154500.00000000003,2024-01-11,C,4750.0,13,2024-02-16
2024-01-11T14:38:08.109411262Z,SPX   240216C04750000,S,50,104.7,153500.00000000003,2024-01-11,C,4750.0,18,2024-02-16
2024-01-11T14:38:08.109411262Z,SPX   240216C04750000,S,50,104.7,153999.99999999997,2024-01-11,C,4750.0,15,2024-02-16
2024-01-11T14:38:08.109411262Z,SPX   240216C04750000,S,50,104.7,153999.99999999997,2024-01-11,C,4750.0,17,2024-02-16
2024-01-11T14:38:11.430403527Z,SPX   240216C04750000,S,50,105.0,156499.99999999997,2024-01-11,C,4750.0,3,2024-02-16
2024-01-11T14:38:11.430403527Z,SPX   240216C04750000,S,50,105.0,156000.00000000003,2024-01-11,C,4750.0,11,2024-02-16
2024-01-11T14:38:11.430403527Z,SPX   240216C04750000,S,50,105.0,156000.00000000003,2024-01-11,C,4750.0,9,2024-02-16
2024-01-11T14:38:11.430403527Z,SPX   240216C04750000,S,50,105.0,158999.99999999997,2024-01-11,C,4750.0,1,2024-02-16
2024-01-11T14:38:11.430403527Z,SPX   240216C04750000,S,50,105.0,156000.00000000003,2024-01-11,C,4750.0,8,2024-02-16
2024-01-11T14:38:11.430403527Z,SPX   240216C04750000,S,50,105.0,156000.00000000003,2024-01-11,C,4750.0,6,2024-02-16
2024-01-11T14:38:11.430403527Z,SPX   240216C04750000,S,50,105.0,156499.99999999997,2024-01-11,C,4750.0,5,2024-02-16
2024-01-11T14:38:11.430403527Z,SPX   240216C04750000,S,50,105.0,156499.99999999997,2024-01-11,C,4750.0,4,2024-02-16
2024-01-11T14:38:11.430403527Z,SPX   240216C04750000,S,50,105.0,156000.00000000003,2024-01-11,C,4750.0,10,2024-02-16
2024-01-11T14:38:11.430403527Z,SPX   240216C04750000,S,50,105.0,158999.99999999997,2024-01-11,C,4750.0,2,2024-02-16
2024-01-11T14:38:29.045294593Z,SPX   240216C04750000,S,50,104.4,150500.00000000006,2024-01-11,C,4750.0,37,2024-02-16
2024-01-11T14:38:29.045294593Z,SPX   240216C04750000,S,50,104.4,150500.00000000006,2024-01-11,C,4750.0,34,2024-02-16
2024-01-11T14:38:29.045294593Z,SPX   240216C04750000,S,50,104.4,150500.00000000006,2024-01-11,C,4750.0,35,2024-02-16
2024-01-11T14:38:29.045294593Z,SPX   240216C04750000,S,50,104.4,150500.00000000006,2024-01-11,C,4750.0,36,2024-02-16
2024-01-11T14:40:15.119472850Z,SPX   240119P04800000,B,50,28.1,153999.99999999997,2024-01-11,P,4800.0,6,2024-01-19
2024-01-11T16:39:14.410433618Z,SPX   240119P04800000,S,50,58.9,153999.99999999997,2024-01-11,P,4800.0,6,2024-01-19
2024-01-11T16:39:14.410433618Z,SPX   240119P04800000,S,50,58.9,153999.99999999997,2024-01-11,P,4800.0,5,2024-01-19
2024-01-11T16:39:41.662808425Z,SPX   240119C04750000,B,50,27.3,163999.99999999997,2024-01-11,C,4750.0,4,2024-01-19
2024-01-11T16:44:48.290232663Z,SPX   240216C04725000,B,50,89.0,162000.00000000003,2024-01-11,C,4725.0,1,2024-02-16
2024-01-11T16:46:11.734973833Z,SPX   240119P04800000,S,44,64.2,158840.0,2024-01-11,P,4800.0,1,2024-01-19
2024-01-11T16:46:48.248987744Z,SPX   240216C04700000,B,50,107.0,154000.00000000006,2024-01-11,C,4700.0,1,2024-02-16
2024-01-11T16:54:23.371721465Z,SPX   240119C04700000,B,50,60.7,168500.00000000003,2024-01-11,C,4700.0,1,2024-01-19
2024-01-11T16:54:23.371726637Z,SPX   240119C04750000,B,50,27.4,163500.00000000003,2024-01-11,C,4750.0,5,2024-01-19
2024-01-11T16:55:27.030448735Z,SPX   240119C04675000,B,50,80.8,158999.99999999997,2024-01-11,C,4675.0,2,2024-01-19
2024-01-11T16:55:27.030454801Z,SPX   240119C04685000,B,50,72.4,153499.99999999994,2024-01-11,C,4685.0,2,2024-01-19
2024-01-11T16:55:27.030719442Z,SPX   240119C04685000,B,50,72.4,153499.99999999994,2024-01-11,C,4685.0,1,2024-01-19
2024-01-11T16:55:54.472005967Z,SPX   240119C04750000,B,50,27.1,165000.0,2024-01-11,C,4750.0,3,2024-01-19
2024-01-11T16:58:01.307980860Z,SPX   240119C04750000,B,50,27.0,165500.0,2024-01-11,C,4750.0,2,2024-01-19
2024-01-11T16:58:36.101662371Z,SPX   240119C04750000,B,50,26.5,168000.0,2024-01-11,C,4750.0,1,2024-01-19
2024-01-11T16:59:22.338514807Z,SPX   240216C04750000,B,50,73.7,156499.99999999997,2024-01-11,C,4750.0,4,2024-02-16
2024-01-11T16:59:38.768110266Z,SPX   240216C04750000,B,50,74.0,153500.00000000003,2024-01-11,C,4750.0,24,2024-02-16
2024-01-11T17:00:10.027530541Z,SPX   240216C04750000,B,50,73.9,153999.99999999997,2024-01-11,C,4750.0,15,2024-02-16
2024-01-11T17:00:13.364465848Z,SPX   240216C04750000,B,50,73.8,154500.00000000003,2024-01-11,C,4750.0,13,2024-02-16
2024-01-11T17:00:13.364465848Z,SPX   240216C04750000,B,50,73.8,156000.00000000003,2024-01-11,C,4750.0,11,2024-02-16
2024-01-11T17:00:13.366878891Z,SPX   240216C04750000,B,50,73.8,156000.00000000003,2024-01-11,C,4750.0,6,2024-02-16
2024-01-11T17:00:15.540633323Z,SPX   240216C04750000,B,50,73.8,156000.00000000003,2024-01-11,C,4750.0,8,2024-02-16
2024-01-11T17:00:15.540638554Z,SPX   240216C04750000,B,50,73.8,156000.00000000003,2024-01-11,C,4750.0,9,2024-02-16
2024-01-11T17:00:15.540643249Z,SPX   240216C04750000,B,50,73.8,156000.00000000003,2024-01-11,C,4750.0,10,2024-02-16
2024-01-11T17:00:16.677108726Z,SPX   240216C04750000,B,50,73.7,156499.99999999997,2024-01-11,C,4750.0,3,2024-02-16
2024-01-11T17:00:22.422058766Z,SPX   240216C04750000,B,50,74.0,153500.00000000003,2024-01-11,C,4750.0,18,2024-02-16
2024-01-11T17:00:22.422058766Z,SPX   240216C04750000,B,50,74.0,153500.00000000003,2024-01-11,C,4750.0,19,2024-02-16
2024-01-11T17:00:24.549481062Z,SPX   240216C04750000,B,50,74.0,153500.00000000003,2024-01-11,C,4750.0,21,2024-02-16
2024-01-11T17:00:24.549484842Z,SPX   240216C04750000,B,50,74.0,153500.00000000003,2024-01-11,C,4750.0,20,2024-02-16
2024-01-11T17:00:24.549680229Z,SPX   240216C04750000,B,50,74.0,153500.00000000003,2024-01-11,C,4750.0,23,2024-02-16
2024-01-11T17:00:24.549680229Z,SPX   240216C04750000,B,50,74.0,153500.00000000003,2024-01-11,C,4750.0,22,2024-02-16
2024-01-11T17:00:36.715748038Z,SPX   240216C04750000,B,50,73.8,154500.00000000003,2024-01-11,C,4750.0,14,2024-02-16
2024-01-11T17:00:38.847559567Z,SPX   240216C04750000,B,50,73.7,156499.99999999997,2024-01-11,C,4750.0,5,2024-02-16
2024-01-11T17:00:50.195703525Z,SPX   240216C04750000,B,50,73.2,158999.99999999997,2024-01-11,C,4750.0,2,2024-02-16
2024-01-11T17:00:54.075776093Z,SPX   240216C04750000,B,50,73.2,158999.99999999997,2024-01-11,C,4750.0,1,2024-02-16
2024-01-11T17:01:03.015137698Z,SPX   240216C04750000,B,50,74.2,152500.0,2024-01-11,C,4750.0,28,2024-02-16
2024-01-11T17:01:05.230628458Z,SPX   240216C04750000,B,50,74.3,152000.00000000003,2024-01-11,C,4750.0,29,2024-02-16
2024-01-11T17:01:11.626228530Z,SPX   240216C04750000,B,50,74.3,152000.00000000003,2024-01-11,C,4750.0,30,2024-02-16
2024-01-11T17:01:11.626228530Z,SPX   240216C04750000,B,50,74.3,151499.99999999997,2024-01-11,C,4750.0,31,2024-02-16
2024-01-11T17:01:20.914357225Z,SPX   240216C04750000,B,50,74.3,150500.00000000006,2024-01-11,C,4750.0,35,2024-02-16
2024-01-11T17:01:23.343263480Z,SPX   240216C04750000,B,50,74.2,152500.0,2024-01-11,C,4750.0,26,2024-02-16
2024-01-11T17:01:24.455399592Z,SPX   240216C04750000,B,50,74.1,153000.00000000006,2024-01-11,C,4750.0,25,2024-02-16
2024-01-11T17:01:29.043247472Z,SPX   240216C04750000,B,50,73.9,153999.99999999997,2024-01-11,C,4750.0,16,2024-02-16
2024-01-11T17:01:30.161518216Z,SPX   240216C04750000,B,50,73.9,153999.99999999997,2024-01-11,C,4750.0,17,2024-02-16
2024-01-11T17:01:54.821085437Z,SPX   240216C04750000,B,50,74.3,150500.00000000006,2024-01-11,C,4750.0,36,2024-02-16
2024-01-11T17:02:17.800820920Z,SPX   240216C04750000,B,50,74.3,150500.00000000006,2024-01-11,C,4750.0,37,2024-02-16
2024-01-11T17:02:19.169809858Z,SPX   240216C04750000,B,50,74.3,151499.99999999997,2024-01-11,C,4750.0,32,2024-02-16
2024-01-11T17:02:19.169809858Z,SPX   240216C04750000,B,50,74.3,151000.00000000003,2024-01-11,C,4750.0,33,2024-02-16
2024-01-11T17:02:19.169809858Z,SPX   240216C04750000,B,50,74.3,150500.00000000006,2024-01-11,C,4750.0,34,2024-02-16
2024-01-11T17:02:37.006701678Z,SPX   240216C04750000,B,50,74.2,152500.0,2024-01-11,C,4750.0,27,2024-02-16
2024-01-11T17:39:44.604087242Z,SPX   240119C04725000,B,50,45.2,151499.99999999997,2024-01-11,C,4725.0,1,2024-01-19
2024-01-11T20:58:14.463994401Z,SPX   240119C04685000,S,50,103.1,153499.99999999994,2024-01-11,C,4685.0,1,2024-01-19
2024-01-11T20:58:14.463994401Z,SPX   240119C04685000,S,50,103.1,153499.99999999994,2024-01-11,C,4685.0,2,2024-01-19
2024-01-11T20:58:14.463998358Z,SPX   240119C04675000,S,50,112.6,158999.99999999997,2024-01-11,C,4675.0,2,2024-01-19
2024-01-12T14:31:57.155547820Z,SPX   240216C04650000,S,50,184.2,78999.99999999991,2024-01-12,C,4650.0,5,2024-02-16
2024-01-12T14:31:57.155547820Z,SPX   240216C04650000,S,50,184.2,85499.99999999997,2024-01-12,C,4650.0,2,2024-02-16
2024-01-12T14:31:57.155547820Z,SPX   240216C04650000,S,50,184.2,86999.99999999988,2024-01-12,C,4650.0,1,2024-02-16
2024-01-12T14:31:57.155547820Z,SPX   240216C04650000,S,50,184.2,80499.99999999997,2024-01-12,C,4650.0,3,2024-02-16
2024-01-12T14:36:23.937204609Z,SPX   240216C04750000,S,50,105.2,80500.00000000004,2024-01-12,C,4750.0,1,2024-02-16
2024-01-12T14:36:23.937204609Z,SPX   240216C04750000,S,50,105.2,76499.99999999999,2024-01-12,C,4750.0,2,2024-02-16
2024-01-12T14:37:46.637041787Z,SPX   240315C04750000,S,50,140.8,77500.00000000007,2024-01-12,C,4750.0,6,2024-03-15
2024-01-12T14:37:47.170391544Z,SPX   240315C04750000,S,50,140.9,78000.00000000004,2024-01-12,C,4750.0,4,2024-03-15
2024-01-12T14:37:47.170391544Z,SPX   240315C04750000,S,50,140.9,78000.00000000004,2024-01-12,C,4750.0,5,2024-03-15
2024-01-12T14:39:03.108939823Z,SPX   240119C04775000,S,45,42.2,80100.00000000003,2024-01-12,C,4775.0,1,2024-01-19
2024-01-12T14:39:22.723052084Z,SPX   240119P04810000,B,50,27.7,83500.0,2024-01-12,P,4810.0,1,2024-01-19
2024-01-12T14:40:06.776771990Z,SPX   240216P04850000,B,50,78.3,81499.99999999999,2024-01-12,P,4850.0,1,2024-02-16
2024-01-12T14:41:24.820624347Z,SPX   240315C04750000,S,50,142.7,86999.99999999996,2024-01-12,C,4750.0,1,2024-03-15
2024-01-12T14:41:25.089235692Z,SPX   240119C04795000,S,50,30.0,78500.0,2024-01-12,C,4795.0,1,2024-01-19
2024-01-12T14:42:34.728054507Z,SPX   240119C04200000,S,50,598.5,81999.99999999988,2024-01-12,C,4200.0,2,2024-01-19
2024-01-12T14:42:55.996601858Z,SPX   240119C04750000,S,50,61.1,95000.0,2024-01-12,C,4750.0,6,2024-01-19
2024-01-12T14:42:55.996601858Z,SPX   240119C04750000,S,50,61.1,94500.0,2024-01-12,C,4750.0,7,2024-01-19
2024-01-12T14:42:55.996601858Z,SPX   240119C04750000,S,50,61.1,101000.0,2024-01-12,C,4750.0,5,2024-01-19
2024-01-12T14:43:41.087966386Z,SPX   240119C04775000,S,50,41.7,86500.00000000003,2024-01-12,C,4775.0,2,2024-01-19
2024-01-12T14:44:00.265189896Z,SPX   240315C04770000,S,50,128.0,75000.0,2024-01-12,C,4770.0,7,2024-03-15
2024-01-12T14:44:00.265189896Z,SPX   240315C04770000,S,50,128.0,75499.99999999997,2024-01-12,C,4770.0,6,2024-03-15
2024-01-12T14:44:00.265195143Z,SPX   240315C04770000,S,50,128.0,81000.00000000001,2024-01-12,C,4770.0,2,2024-03-15
2024-01-12T14:44:00.265195143Z,SPX   240315C04770000,S,50,128.0,76499.99999999999,2024-01-12,C,4770.0,4,2024-03-15
2024-01-12T14:44:00.265195143Z,SPX   240315C04770000,S,50,128.0,75499.99999999997,2024-01-12,C,4770.0,5,2024-03-15
2024-01-12T14:44:00.265195143Z,SPX   240315C04770000,S,50,128.0,76499.99999999999,2024-01-12,C,4770.0,3,2024-03-15
2024-01-12T14:44:00.265198572Z,SPX   240315C04770000,S,50,128.0,81000.00000000001,2024-01-12,C,4770.0,1,2024-03-15
2024-01-12T14:45:30.012279568Z,SPX   240315C04800000,S,50,108.5,76000.00000000001,2024-01-12,C,4800.0,4,2024-03-15
2024-01-12T14:45:49.475586355Z,SPX   240119C04750000,S,44,61.4,97240.0,2024-01-12,C,4750.0,1,2024-01-19
2024-01-12T14:46:08.535760789Z,SPX   240119C04150000,S,50,650.3,78499.99999999967,2024-01-12,C,4150.0,2,2024-01-19
2024-01-12T14:46:08.535931254Z,SPX   240119C04150000,S,50,650.3,78499.99999999967,2024-01-12,C,4150.0,1,2024-01-19
2024-01-12T14:46:18.537644448Z,SPX   240119C04785000,S,50,35.1,75000.0,2024-01-12,C,4785.0,5,2024-01-19
2024-01-12T14:46:18.537644448Z,SPX   240119C04785000,S,50,35.1,75000.0,2024-01-12,C,4785.0,4,2024-01-19
2024-01-12T14:46:18.537644448Z,SPX   240119C04785000,S,50,35.1,75000.0,2024-01-12,C,4785.0,3,2024-01-19
2024-01-12T14:46:29.278173416Z,SPX   240119P04800000,B,50,22.9,77500.0,2024-01-12,P,4800.0,2,2024-01-19
2024-01-12T14:46:57.262703950Z,SPX   240315C04750000,S,50,142.4,85500.00000000004,2024-01-12,C,4750.0,2,2024-03-15
2024-01-12T14:47:14.158752743Z,SPX   240216C04800000,S,50,74.4,76000.00000000001,2024-01-12,C,4800.0,4,2024-02-16
2024-01-12T14:47:14.158752743Z,SPX   240216C04800000,S,50,74.4,76000.00000000001,2024-01-12,C,4800.0,3,2024-02-16
2024-01-12T14:47:14.158752743Z,SPX   240216C04800000,S,50,74.4,76000.00000000001,2024-01-12,C,4800.0,5,2024-02-16
2024-01-12T14:47:21.927454075Z,SPX   240119C04725000,S,49,83.8,87219.99999999999,2024-01-12,C,4725.0,1,2024-01-19
2024-01-12T14:51:08.935745232Z,SPX   240119C04700000,S,50,105.2,91500.0,2024-01-12,C,4700.0,8,2024-01-19
2024-01-12T14:51:38.064607720Z,SPX   240216C04775000,S,50,89.0,78999.99999999999,2024-01-12,C,4775.0,2,2024-02-16
2024-01-12T14:52:43.432199898Z,SPX   240119P04805000,B,50,25.5,78000.00000000001,2024-01-12,P,4805.0,2,2024-01-19
2024-01-12T14:53:18.850484487Z,SPX   240119C04770000,S,50,44.5,86999.99999999999,2024-01-12,C,4770.0,4,2024-01-19
2024-01-12T14:53:18.850484487Z,SPX   240119C04770000,S,50,44.5,86999.99999999999,2024-01-12,C,4770.0,3,2024-01-19
2024-01-12T14:53:18.850484487Z,SPX   240119C04770000,S,50,44.5,83000.00000000001,2024-01-12,C,4770.0,6,2024-01-19
2024-01-12T14:53:18.850489948Z,SPX   240119C04770000,S,50,44.5,86999.99999999999,2024-01-12,C,4770.0,2,2024-01-19
2024-01-12T14:56:56.673764015Z,SPX   240119C04750000,S,50,57.5,76000.00000000001,2024-01-12,C,4750.0,12,2024-01-19
