datetime,option_symbol,action,order_size
2024-01-25T19:11:36.623355887Z,SPX   240216C04910000,S,50
2024-01-25T19:08:53.205633730Z,SPX   240216C04910000,B,50
2024-01-25T19:35:17.519147370Z,SPX   240216C04920000,S,50
2024-01-25T19:16:21.655036768Z,SPX   240216C04920000,B,50
2024-01-25T17:22:49.863200672Z,SPX   240315P04715000,S,50
2024-01-25T15:13:36.510046137Z,SPX   240315P04715000,B,50
2024-01-25T20:19:57.263049814Z,SPX   240419C04940000,S,50
2024-01-25T19:44:03.688169195Z,SPX   240419C04940000,B,50
2024-01-25T16:26:12.346889618Z,SPX   250321C05100000,S,45
2024-01-25T14:59:33.091966373Z,SPX   250321C05100000,B,45
2024-01-25T20:00:00.505047316Z,SPX   240419P04960000,S,50
2024-01-25T15:23:43.460216244Z,SPX   240419P04960000,B,50
2024-01-25T18:49:22.456535722Z,SPX   240315C04765000,S,50
2024-01-25T18:21:17.541828231Z,SPX   240315C04765000,B,50
2024-01-25T19:44:03.397870699Z,SPX   240621P04860000,S,26
2024-01-25T17:29:12.102798181Z,SPX   240621P04860000,B,26
2024-01-25T19:25:04.460824404Z,SPX   240621P04760000,S,47
2024-01-25T15:30:43.199762850Z,SPX   240621P04760000,B,47
2024-01-25T20:57:42.129994647Z,SPX   240621C04890000,S,24
2024-01-25T14:47:16.562790534Z,SPX   240621C04890000,B,24
2024-01-25T20:14:16.548237735Z,SPX   240216C04945000,S,50
2024-01-25T19:51:17.274199874Z,SPX   240216C04945000,B,50
2024-01-25T18:59:40.680975752Z,SPX   240216P04815000,S,50
2024-01-25T15:50:13.743153544Z,SPX   240216P04815000,B,50
2024-01-25T20:44:44.092072355Z,SPX   240315P04885000,S,50
2024-01-25T15:08:24.601490402Z,SPX   240315P04885000,B,50
2024-01-25T20:39:26.767385120Z,SPX   240216P04865000,S,50
2024-01-25T14:55:23.902964614Z,SPX   240216P04865000,B,50
2024-01-25T19:41:48.573138567Z,SPX   240621P04920000,S,50
2024-01-25T15:39:39.083471520Z,SPX   240621P04920000,B,50
2024-01-25T19:22:08.385655353Z,SPX   240419C04865000,S,50
2024-01-25T19:09:31.361354238Z,SPX   240419C04865000,B,50
2024-01-25T18:04:49.067072577Z,SPX   240315P04905000,S,50
2024-01-25T15:31:17.273825431Z,SPX   240315P04905000,B,50
2024-01-25T21:00:43.968835371Z,SPX   240315C05140000,S,50
2024-01-25T19:52:55.733385058Z,SPX   240315C05140000,B,50
2024-01-25T20:44:02.471507591Z,SPX   240419C04935000,S,50
2024-01-25T19:00:50.662013790Z,SPX   240419C04935000,B,50
2024-01-25T18:06:26.008437366Z,SPX   240719P04880000,S,50
2024-01-25T15:10:02.196582116Z,SPX   240719P04880000,B,50
2024-01-25T21:05:23.924213434Z,SPX   240315C05160000,S,50
2024-01-25T17:49:07.359930922Z,SPX   240315C05160000,B,50
2024-01-25T21:05:23.924213434Z,SPX   240315C05155000,S,50
2024-01-25T20:31:16.863168843Z,SPX   240315C05155000,B,50
2024-01-25T19:53:32.860378931Z,SPX   251219P05000000,S,50
2024-01-25T14:56:05.869316678Z,SPX   251219P05000000,B,50
2024-01-25T21:07:07.733512641Z,SPX   241220C04000000,S,50
2024-01-25T16:11:25.149913373Z,SPX   241220C04000000,B,50
2024-01-25T19:38:03.545550755Z,SPX   251219P04200000,S,10
2024-01-25T16:51:07.481393989Z,SPX   251219P04200000,B,10
2024-01-25T20:39:24.730996346Z,SPX   241220C05400000,S,50
2024-01-25T18:47:00.052667310Z,SPX   241220C05400000,B,50
2024-01-25T19:09:19.779864607Z,SPX   240621P04000000,S,50
2024-01-25T15:32:58.350417293Z,SPX   240621P04000000,B,50
2024-01-25T19:31:56.317325453Z,SPX   240621C05000000,S,10
2024-01-25T19:15:12.945470602Z,SPX   240621C05000000,B,10
2024-01-25T20:16:48.922140327Z,SPX   240315C05000000,S,50
2024-01-25T19:10:54.182705286Z,SPX   240315C05000000,B,50
2024-01-25T20:33:56.697537666Z,SPX   240315C05100000,S,50
2024-01-25T19:07:39.211936174Z,SPX   240315C05100000,B,50
2024-01-25T20:59:00.261355302Z,SPX   240315C04000000,S,15
2024-01-25T20:10:47.360030119Z,SPX   240315C04000000,B,15
2024-01-25T17:44:33.399497905Z,SPX   240315P04450000,S,50
2024-01-25T15:10:10.137331557Z,SPX   240315P04450000,B,50
2024-01-25T20:59:47.206964653Z,SPX   240315C05200000,S,50
2024-01-25T20:20:24.573062614Z,SPX   240315C05200000,B,50
2024-01-25T20:59:00.339140451Z,SPX   240315C04800000,S,50
2024-01-25T19:38:09.193131000Z,SPX   240315C04800000,B,50
2024-01-25T20:29:05.585467774Z,SPX   240315C04850000,S,50
2024-01-25T19:01:42.512594513Z,SPX   240315C04850000,B,50
2024-01-25T15:51:00.408895142Z,SPX   240216P04725000,S,50
2024-01-25T15:22:18.947775717Z,SPX   240216P04725000,B,50
2024-01-25T20:59:54.158840484Z,SPX   240216C04000000,S,30
2024-01-25T19:29:32.712283649Z,SPX   240216C04000000,B,30
2024-01-25T20:45:41.169439519Z,SPX   240216C04900000,S,50
2024-01-25T19:04:18.199142510Z,SPX   240216C04900000,B,50
2024-01-25T20:03:35.257190863Z,SPX   240216P04675000,S,50
2024-01-25T15:22:20.235305933Z,SPX   240216P04675000,B,50
2024-01-25T19:08:47.817103227Z,SPX   240419P04425000,S,50
2024-01-25T14:54:53.106251220Z,SPX   240419P04425000,B,50
2024-01-25T20:31:35.994511108Z,SPX   240419P04500000,S,50
2024-01-25T15:20:11.454175370Z,SPX   240419P04500000,B,50
2024-01-25T19:33:58.318599080Z,SPX   240216C04950000,S,50
2024-01-25T19:03:45.710525709Z,SPX   240216C04950000,B,50
2024-01-25T16:19:36.014632270Z,SPX   240419P04900000,S,50
2024-01-25T15:14:25.657750380Z,SPX   240419P04900000,B,50
2024-01-25T20:12:22.796176517Z,SPX   240419P04650000,S,50
2024-01-25T15:20:11.454180111Z,SPX   240419P04650000,B,50
2024-01-25T19:57:47.989100286Z,SPX   240419C04750000,S,50
2024-01-25T19:03:45.847422296Z,SPX   240419C04750000,B,50
2024-01-25T15:49:43.653121270Z,SPX   240419P04675000,S,50
2024-01-25T15:30:10.683806565Z,SPX   240419P04675000,B,50
2024-01-25T15:45:15.423350996Z,SPX   240517P04900000,S,50
2024-01-25T15:26:29.564599789Z,SPX   240517P04900000,B,50
2024-01-25T20:10:03.760597930Z,SPX   240419C04950000,S,50
2024-01-25T19:11:03.463276119Z,SPX   240419C04950000,B,50
2024-01-25T15:56:03.969495722Z,SPX   240517P05000000,S,50
2024-01-25T15:05:10.514294708Z,SPX   240517P05000000,B,50
2024-01-25T17:55:24.683597295Z,SPX   240621P04475000,S,50
2024-01-25T15:31:32.743130354Z,SPX   240621P04475000,B,50
2024-01-25T17:58:12.601728396Z,SPX   240719P04500000,S,50
2024-01-25T14:57:10.083891523Z,SPX   240719P04500000,B,50
2024-01-25T20:33:22.443676943Z,SPX   240920C05400000,S,50
2024-01-25T19:20:15.098284011Z,SPX   240920C05400000,B,50
2024-01-25T17:25:41.125805040Z,SPX   240920P04750000,S,29
2024-01-25T17:05:23.783576034Z,SPX   240920P04750000,B,29
2024-01-25T19:54:56.138731754Z,SPX   240920P04775000,S,33
2024-01-25T15:39:01.460533208Z,SPX   240920P04775000,B,33
2024-01-25T20:56:18.223151091Z,SPX   240216P04875000,S,50
2024-01-25T15:22:06.327624704Z,SPX   240216P04875000,B,50
2024-01-25T15:35:21.584537405Z,SPX   240315P04875000,S,50
2024-01-25T14:34:47.498482576Z,SPX   240315P04875000,B,50
2024-01-25T20:54:00.144664881Z,SPX   240315C05050000,S,50
2024-01-25T20:06:16.711307228Z,SPX   240315C05050000,B,50
2024-01-25T17:40:30.335298858Z,SPX   250117P04650000,S,50
2024-01-25T16:39:23.675676336Z,SPX   250117P04650000,B,50
2024-01-25T16:46:07.217353375Z,SPX   241018P04850000,S,50
2024-01-25T15:21:01.825366080Z,SPX   241018P04850000,B,50
2024-01-25T20:39:30.546315836Z,SPX   250117C04900000,S,50
2024-01-25T19:31:31.491176032Z,SPX   250117C04900000,B,50
2024-01-25T21:06:44.385688309Z,SPX   241018C05600000,S,50
2024-01-25T18:35:14.504033164Z,SPX   241018C05600000,B,50
2024-01-25T21:07:06.601944895Z,SPX   241018C04900000,S,25
2024-01-25T14:37:09.154248933Z,SPX   241018C04900000,B,25
2024-01-25T16:58:07.944273237Z,SPX   241018P05150000,S,50
2024-01-25T15:21:09.276247995Z,SPX   241018P05150000,B,50
2024-01-25T19:11:47.155496785Z,SPX   240315P04490000,S,50
2024-01-25T16:34:16.549911719Z,SPX   240315P04490000,B,50
2024-01-25T16:42:57.383465653Z,SPX   240315P04630000,S,50
2024-01-25T15:21:24.221432174Z,SPX   240315P04630000,B,50
2024-01-25T20:03:35.256978906Z,SPX   240315P04720000,S,50
2024-01-25T14:37:59.896720797Z,SPX   240315P04720000,B,50
2024-01-25T20:52:43.196842792Z,SPX   241220P04975000,S,50
2024-01-25T15:17:14.875784797Z,SPX   241220P04975000,B,50
2024-01-25T19:34:55.764859017Z,SPX   241115P04650000,S,46
2024-01-25T14:36:41.281350821Z,SPX   241115P04650000,B,46
2024-01-25T20:40:53.447357715Z,SPX   241115C05500000,S,50
2024-01-25T20:13:26.983464918Z,SPX   241115C05500000,B,50
2024-01-25T17:17:45.728371111Z,SPX   241115P04925000,S,50
2024-01-25T14:34:30.630610798Z,SPX   241115P04925000,B,50
2024-01-25T18:26:13.804570229Z,SPX   240419P04975000,S,35
2024-01-25T18:06:43.743260738Z,SPX   240419P04975000,B,35
2024-01-25T15:24:23.355621568Z,SPX   241115C05350000,S,43
2024-01-25T14:49:16.514281511Z,SPX   241115C05350000,B,43
2024-01-25T20:55:04.334574993Z,SPX   240315C05150000,S,50
2024-01-25T19:23:36.636891933Z,SPX   240315C05150000,B,50
2024-01-25T16:17:38.086391829Z,SPX   240517P04720000,S,50
2024-01-25T15:24:04.883061753Z,SPX   240517P04720000,B,50
2024-01-25T19:48:14.060790451Z,SPX   240517P04790000,S,50
2024-01-25T16:49:06.467193609Z,SPX   240517P04790000,B,50
2024-01-25T19:11:36.623355887Z,SPX   240216P04860000,S,50
2024-01-25T15:16:52.465459853Z,SPX   240216P04860000,B,50
2024-01-25T19:17:34.169200204Z,SPX   240315C04880000,S,50
2024-01-25T19:08:44.264058433Z,SPX   240315C04880000,B,50
2024-01-25T20:01:30.677100394Z,SPX   240419P04870000,S,45
2024-01-25T15:10:08.824465947Z,SPX   240419P04870000,B,45
2024-01-25T20:53:59.568574291Z,SPX   240315C04930000,S,45
2024-01-25T17:29:01.957346426Z,SPX   240315C04930000,B,45
2024-01-25T20:58:51.937759394Z,SPX   240621C05125000,S,50
2024-01-25T19:30:53.435302632Z,SPX   240621C05125000,B,50
2024-01-25T21:06:52.501111391Z,SPX   240419C04960000,S,50
2024-01-25T15:08:22.060777709Z,SPX   240419C04960000,B,50
2024-01-25T15:50:47.501057646Z,SPX   250321P05450000,S,32
2024-01-25T15:22:18.738280413Z,SPX   250321P05450000,B,32
2024-01-25T20:05:38.372046030Z,SPX   240315C04960000,S,50
2024-01-25T19:30:23.151633046Z,SPX   240315C04960000,B,50
2024-01-25T20:00:00.987014335Z,SPX   240315C05060000,S,50
2024-01-25T19:51:32.273419489Z,SPX   240315C05060000,B,50
2024-01-25T16:45:10.480363510Z,SPX   240419C05175000,S,50
2024-01-25T14:42:12.335095035Z,SPX   240419C05175000,B,50
2024-01-25T16:59:23.901098389Z,SPX   250321C05000000,S,24
2024-01-25T14:46:15.891655789Z,SPX   250321C05000000,B,24
2024-01-25T16:58:49.043649685Z,SPX   240216P04885000,S,50
2024-01-25T15:10:07.140669309Z,SPX   240216P04885000,B,50
2024-01-25T21:00:07.364654606Z,SPX   240216C05070000,S,50
2024-01-25T19:49:54.223830718Z,SPX   240216C05070000,B,50
2024-01-25T18:41:02.317995835Z,SPX   240216P04905000,S,22
2024-01-25T15:22:58.081182108Z,SPX   240216P04905000,B,22
2024-01-25T19:56:37.206848550Z,SPX   240216C04885000,S,50
2024-01-25T18:19:20.434913645Z,SPX   240216C04885000,B,50
2024-01-25T20:35:56.256157544Z,SPX   240216C04785000,S,50
2024-01-25T17:53:06.111134822Z,SPX   240216C04785000,B,50
2024-01-25T19:49:35.218884029Z,SPX   240315C04905000,S,50
2024-01-25T19:03:27.609151856Z,SPX   240315C04905000,B,50
2024-01-25T20:29:02.762696999Z,SPX   240216C04915000,S,50
2024-01-25T19:08:53.205633730Z,SPX   240216C04915000,B,50
2024-01-25T20:06:35.683549187Z,SPX   250221P05250000,S,50
2024-01-25T15:23:04.233030267Z,SPX   250221P05250000,B,50
2024-01-25T20:50:09.375037850Z,SPX   240315C05170000,S,50
2024-01-25T18:58:13.769004902Z,SPX   240315C05170000,B,50
2024-01-25T20:53:38.830817401Z,SPX   240315C05035000,S,50
2024-01-25T18:21:17.541828231Z,SPX   240315C05035000,B,50
2024-01-25T19:54:15.840071942Z,SPX   241220P04300000,S,50
2024-01-25T15:25:00.270349699Z,SPX   241220P04300000,B,50
2024-01-25T17:11:37.836533117Z,SPX   241220P04800000,S,50
2024-01-25T15:13:06.385272810Z,SPX   241220P04800000,B,50
2024-01-25T17:38:34.286076341Z,SPX   241220P04000000,S,50
2024-01-25T15:30:27.895500758Z,SPX   241220P04000000,B,50
2024-01-25T20:16:37.195286988Z,SPX   240621P04300000,S,50
2024-01-25T15:11:18.270425189Z,SPX   240621P04300000,B,50
2024-01-25T20:39:29.362919190Z,SPX   240621C05200000,S,50
2024-01-25T19:54:29.716089054Z,SPX   240621C05200000,B,50
2024-01-25T17:49:23.853168871Z,SPX   240315P04625000,S,50
2024-01-25T14:36:26.413961655Z,SPX   240315P04625000,B,50
2024-01-25T19:25:25.072598961Z,SPX   240315C04900000,S,50
2024-01-25T19:07:31.500643646Z,SPX   240315C04900000,B,50
2024-01-25T20:56:50.910336426Z,SPX   240315P04750000,S,50
2024-01-25T15:21:23.420098342Z,SPX   240315P04750000,B,50
2024-01-25T20:33:16.238259474Z,SPX   240315C04600000,S,19
2024-01-25T20:29:05.585467774Z,SPX   240315C04600000,B,19
2024-01-25T20:08:19.219896310Z,SPX   240216C05000000,S,50
2024-01-25T19:10:32.523123393Z,SPX   240216C05000000,B,50
2024-01-25T20:38:58.884365761Z,SPX   240216C04850000,S,50
2024-01-25T19:02:20.544234069Z,SPX   240216C04850000,B,50
2024-01-25T18:38:29.898795967Z,SPX   240315P04725000,S,50
2024-01-25T15:37:22.779834772Z,SPX   240315P04725000,B,50
2024-01-25T15:28:18.965788868Z,SPX   240216P04950000,S,30
2024-01-25T15:22:10.751781429Z,SPX   240216P04950000,B,30
2024-01-25T16:55:47.650372153Z,SPX   240419C05200000,S,50
2024-01-25T14:31:27.685338015Z,SPX   240419C05200000,B,50
2024-01-25T17:48:38.913450226Z,SPX   240419P04400000,S,50
2024-01-25T14:50:24.110825080Z,SPX   240419P04400000,B,50
2024-01-25T16:44:30.123214349Z,SPX   240419P04750000,S,50
2024-01-25T14:38:47.475558149Z,SPX   240419P04750000,B,50
2024-01-25T19:58:21.801437759Z,SPX   240517C04900000,S,32
2024-01-25T19:42:48.272164517Z,SPX   240517C04900000,B,32
2024-01-25T17:12:32.484670383Z,SPX   240621P04750000,S,50
2024-01-25T15:09:56.458421513Z,SPX   240621P04750000,B,50
2024-01-25T17:00:18.279410633Z,SPX   240719C05100000,S,50
2024-01-25T14:49:31.419522731Z,SPX   240719C05100000,B,50
2024-01-25T20:32:30.746456380Z,SPX   240920P05000000,S,50
2024-01-25T15:18:08.005690021Z,SPX   240920P05000000,B,50
2024-01-25T17:40:38.031700325Z,SPX   240920P04300000,S,50
2024-01-25T14:52:20.963573296Z,SPX   240920P04300000,B,50
2024-01-25T20:34:26.288606036Z,SPX   240920C04900000,S,50
2024-01-25T19:35:02.254764671Z,SPX   240920C04900000,B,50
2024-01-25T18:00:08.041535569Z,SPX   240920P04500000,S,50
2024-01-25T15:11:58.546104733Z,SPX   240920P04500000,B,50
2024-01-25T18:05:45.940679410Z,SPX   240621P05025000,S,30
2024-01-25T16:53:19.699463575Z,SPX   240621P05025000,B,30
2024-01-25T20:50:38.023217756Z,SPX   240816C05350000,S,50
2024-01-25T19:05:40.364872570Z,SPX   240816C05350000,B,50
2024-01-25T18:01:10.443693692Z,SPX   240816P04300000,S,42
2024-01-25T15:10:49.391361115Z,SPX   240816P04300000,B,42
2024-01-25T21:20:07.999580629Z,SPX   240816C04600000,S,11
2024-01-25T19:08:30.072286239Z,SPX   240816C04600000,B,11
2024-01-25T17:58:50.082848803Z,SPX   240315P05050000,S,50
2024-01-25T16:52:25.813617605Z,SPX   240315P05050000,B,50
2024-01-25T20:51:58.313466349Z,SPX   240216P04780000,S,50
2024-01-25T14:34:48.067326512Z,SPX   240216P04780000,B,50
2024-01-25T17:58:34.137153792Z,SPX   240216P04730000,S,50
2024-01-25T15:20:40.857592307Z,SPX   240216P04730000,B,50
2024-01-25T20:29:14.418611021Z,SPX   240216P04820000,S,50
2024-01-25T16:25:01.933329748Z,SPX   240216P04820000,B,50
2024-01-25T17:16:38.999811870Z,SPX   241018P04900000,S,50
2024-01-25T16:57:32.623163141Z,SPX   241018P04900000,B,50
2024-01-25T20:55:04.756783304Z,SPX   250117P04600000,S,50
2024-01-25T15:22:27.976023783Z,SPX   250117P04600000,B,50
2024-01-25T18:44:45.344024284Z,SPX   250117C05150000,S,1
2024-01-25T18:25:51.706446123Z,SPX   250117C05150000,B,1
2024-01-25T18:27:36.140643294Z,SPX   241018P04300000,S,50
2024-01-25T15:14:30.537765464Z,SPX   241018P04300000,B,50
2024-01-25T17:22:50.262835502Z,SPX   250117P05050000,S,50
2024-01-25T15:18:25.907527357Z,SPX   250117P05050000,B,50
2024-01-25T16:05:08.454727085Z,SPX   241018P04225000,S,50
2024-01-25T15:22:10.289948667Z,SPX   241018P04225000,B,50
2024-01-25T18:02:47.425980381Z,SPX   250117P04875000,S,35
2024-01-25T15:10:49.214328001Z,SPX   250117P04875000,B,35
2024-01-25T18:38:36.056182602Z,SPX   241018P04350000,S,50
2024-01-25T16:53:22.638795581Z,SPX   241018P04350000,B,50
2024-01-25T19:56:04.246510931Z,SPX   250117P05075000,S,37
2024-01-25T15:48:49.917207999Z,SPX   250117P05075000,B,37
2024-01-25T20:55:08.908410107Z,SPX   240419C04825000,S,39
2024-01-25T20:43:52.065607102Z,SPX   240419C04825000,B,39
2024-01-25T15:59:33.703697393Z,SPX   240315P04780000,S,50
2024-01-25T15:10:01.234658538Z,SPX   240315P04780000,B,50
2024-01-25T20:36:36.261536871Z,SPX   241220P05050000,S,50
2024-01-25T15:26:32.730176235Z,SPX   241220P05050000,B,50
2024-01-25T20:33:12.027838164Z,SPX   241115C05400000,S,50
2024-01-25T19:53:33.380723010Z,SPX   241115C05400000,B,50
2024-01-25T19:55:59.658698273Z,SPX   241115P04625000,S,50
2024-01-25T14:36:41.281356021Z,SPX   241115P04625000,B,50
2024-01-25T19:47:32.774797578Z,SPX   241115P04700000,S,50
2024-01-25T18:53:28.753348754Z,SPX   241115P04700000,B,50
2024-01-25T17:21:04.529427396Z,SPX   241115P04800000,S,50
2024-01-25T16:32:40.859449566Z,SPX   241115P04800000,B,50
2024-01-25T20:50:30.275536392Z,SPX   240315C04790000,S,50
2024-01-25T20:39:03.016944469Z,SPX   240315C04790000,B,50
2024-01-25T18:13:47.280003174Z,SPX   240419P05025000,S,15
2024-01-25T15:25:18.088892076Z,SPX   240419P05025000,B,15
2024-01-25T15:55:36.372432467Z,SPX   240419P04760000,S,50
2024-01-25T15:47:01.209976417Z,SPX   240419P04760000,B,50
2024-01-25T20:20:16.361239089Z,SPX   240315C05075000,S,50
2024-01-25T19:44:12.633894821Z,SPX   240315C05075000,B,50
2024-01-25T16:44:42.071721945Z,SPX   240315P04880000,S,45
2024-01-25T15:31:17.273691336Z,SPX   240315P04880000,B,45
2024-01-25T16:43:27.960249562Z,SPX   240216P04880000,S,50
2024-01-25T15:24:58.041891306Z,SPX   240216P04880000,B,50
2024-01-25T21:10:21.436060014Z,SPX   240315C05125000,S,50
2024-01-25T18:18:44.360022232Z,SPX   240315C05125000,B,50
2024-01-25T20:09:48.404400111Z,SPX   240419P04910000,S,50
2024-01-25T14:59:46.009354242Z,SPX   240419P04910000,B,50
2024-01-25T16:49:47.104562404Z,SPX   240315P04920000,S,50
2024-01-25T15:26:18.688474569Z,SPX   240315P04920000,B,50
2024-01-25T17:39:37.393837762Z,SPX   240315P04705000,S,50
2024-01-25T14:37:59.896725715Z,SPX   240315P04705000,B,50
2024-01-25T20:55:26.864831503Z,SPX   240216C04960000,S,50
2024-01-25T18:56:14.434871799Z,SPX   240216C04960000,B,50
2024-01-25T21:05:43.667563481Z,SPX   240315C05030000,S,50
2024-01-25T19:02:37.219076298Z,SPX   240315C05030000,B,50
2024-01-25T17:15:35.941202819Z,SPX   240315P04960000,S,15
2024-01-25T16:54:49.943001767Z,SPX   240315P04960000,B,15
2024-01-25T20:33:47.501995191Z,SPX   240419C04980000,S,50
2024-01-25T20:20:23.811258602Z,SPX   240419C04980000,B,50
2024-01-25T20:50:18.121241470Z,SPX   240216C05020000,S,50
2024-01-25T19:24:39.451262012Z,SPX   240216C05020000,B,50
2024-01-25T17:06:10.508219739Z,SPX   240621P04680000,S,50
2024-01-25T16:51:03.981133791Z,SPX   240621P04680000,B,50
2024-01-25T20:57:08.268750434Z,SPX   240621P04880000,S,50
2024-01-25T15:31:05.165446188Z,SPX   240621P04880000,B,50
2024-01-25T20:59:06.172547700Z,SPX   240216C05080000,S,50
2024-01-25T19:49:54.223720248Z,SPX   240216C05080000,B,50
2024-01-25T15:51:06.699953218Z,SPX   250221P05450000,S,30
2024-01-25T15:22:18.738280413Z,SPX   250221P05450000,B,30
2024-01-25T20:09:06.892202300Z,SPX   240719P04890000,S,50
2024-01-25T16:37:57.966693346Z,SPX   240719P04890000,B,50
2024-01-25T20:52:20.711006054Z,SPX   240419C04955000,S,37
2024-01-25T20:20:23.165290845Z,SPX   240419C04955000,B,37
2024-01-25T15:17:48.824723218Z,SPX   241220C05500000,S,50
2024-01-25T14:47:06.652536582Z,SPX   241220C05500000,B,50
2024-01-25T20:34:14.508798386Z,SPX   241220C04900000,S,50
2024-01-25T19:22:16.882550701Z,SPX   241220C04900000,B,50
2024-01-25T20:21:02.577312309Z,SPX   241220C04600000,S,50
2024-01-25T18:56:14.866422305Z,SPX   241220C04600000,B,50
2024-01-25T14:44:08.125478253Z,SPX   240621P04900000,S,50
2024-01-25T14:31:35.839016672Z,SPX   240621P04900000,B,50
2024-01-25T16:42:57.383461266Z,SPX   240315P04600000,S,50
2024-01-25T15:22:07.788949131Z,SPX   240315P04600000,B,50
2024-01-25T21:09:38.760237419Z,SPX   240315C04750000,S,50
2024-01-25T17:42:49.117816566Z,SPX   240315C04750000,B,50
2024-01-25T19:56:58.076974893Z,SPX   240315P04550000,S,50
2024-01-25T15:31:43.040908281Z,SPX   240315P04550000,B,50
2024-01-25T20:59:00.260949873Z,SPX   240315C04400000,S,16
2024-01-25T19:55:34.579880223Z,SPX   240315C04400000,B,16
2024-01-25T20:57:34.054492372Z,SPX   240315C04700000,S,15
2024-01-25T20:41:42.482595284Z,SPX   240315C04700000,B,15
2024-01-25T21:00:29.283731212Z,SPX   240216C04750000,S,50
2024-01-25T19:07:16.760594135Z,SPX   240216C04750000,B,50
2024-01-25T15:50:44.904353869Z,SPX   240216P04700000,S,50
2024-01-25T15:22:20.129388898Z,SPX   240216P04700000,B,50
2024-01-25T16:54:48.087735466Z,SPX   240216P04850000,S,50
2024-01-25T15:22:18.947770901Z,SPX   240216P04850000,B,50
2024-01-25T20:46:00.215366260Z,SPX   240419P04600000,S,50
2024-01-25T15:14:21.379452015Z,SPX   240419P04600000,B,50
2024-01-25T17:06:22.059655080Z,SPX   240419P05000000,S,15
2024-01-25T15:20:16.349667172Z,SPX   240419P05000000,B,15
2024-01-25T18:13:47.280008492Z,SPX   240419P04525000,S,40
2024-01-25T15:22:26.818589213Z,SPX   240419P04525000,B,40
2024-01-25T20:38:41.947085788Z,SPX   240419C04850000,S,50
2024-01-25T19:02:21.932385722Z,SPX   240419C04850000,B,50
2024-01-25T16:25:37.964286041Z,SPX   240517P04725000,S,50
2024-01-25T15:31:10.085221164Z,SPX   240517P04725000,B,50
2024-01-25T18:01:19.287565145Z,SPX   240517P04850000,S,50
2024-01-25T15:31:19.577387271Z,SPX   240517P04850000,B,50
2024-01-25T18:29:34.097657413Z,SPX   240517P04500000,S,50
2024-01-25T14:51:49.711426738Z,SPX   240517P04500000,B,50
2024-01-25T20:59:43.911720616Z,SPX   240419C04775000,S,15
2024-01-25T19:03:43.182558302Z,SPX   240419C04775000,B,15
2024-01-25T20:34:39.224765288Z,SPX   240517P04775000,S,50
2024-01-25T15:30:56.593903455Z,SPX   240517P04775000,B,50
2024-01-25T20:37:58.443381241Z,SPX   240517C05000000,S,50
2024-01-25T18:35:22.882935396Z,SPX   240517C05000000,B,50
2024-01-25T18:51:23.262634523Z,SPX   240621P04575000,S,50
2024-01-25T14:42:11.724416359Z,SPX   240621P04575000,B,50
2024-01-25T19:01:27.879409802Z,SPX   240621P04725000,S,50
2024-01-25T17:56:10.359149441Z,SPX   240621P04725000,B,50
2024-01-25T20:59:36.450840926Z,SPX   240621C05150000,S,50
2024-01-25T19:25:47.520538667Z,SPX   240621C05150000,B,50
2024-01-25T18:05:38.322083178Z,SPX   240621P04975000,S,50
2024-01-25T16:53:19.945862366Z,SPX   240621P04975000,B,50
2024-01-25T20:30:40.337855127Z,SPX   240920P04950000,S,50
2024-01-25T16:53:34.000502030Z,SPX   240920P04950000,B,50
2024-01-25T15:25:18.088892076Z,SPX   240719C05250000,S,34
2024-01-25T15:07:38.152336890Z,SPX   240719C05250000,B,34
2024-01-25T20:05:07.355110033Z,SPX   250620C04600000,S,50
2024-01-25T19:05:51.417223698Z,SPX   250620C04600000,B,50
2024-01-25T18:03:11.734656465Z,SPX   240920P04925000,S,33
2024-01-25T15:32:37.540514642Z,SPX   240920P04925000,B,33
2024-01-25T18:54:59.677987824Z,SPX   240816P04375000,S,50
2024-01-25T14:56:06.439439144Z,SPX   240816P04375000,B,50
2024-01-25T19:27:55.211381327Z,SPX   240816P04400000,S,50
2024-01-25T14:56:06.439439144Z,SPX   240816P04400000,B,50
2024-01-25T19:36:53.124998939Z,SPX   240816P04225000,S,50
2024-01-25T15:17:16.574684227Z,SPX   240816P04225000,B,50
2024-01-25T20:10:03.744583636Z,SPX   240816P04700000,S,29
2024-01-25T16:16:17.180997056Z,SPX   240816P04700000,B,29
2024-01-25T19:31:01.077951849Z,SPX   240816P04600000,S,50
2024-01-25T16:48:58.098285682Z,SPX   240816P04600000,B,50
2024-01-25T19:35:41.904328973Z,SPX   240816P04525000,S,50
2024-01-25T15:22:53.289397280Z,SPX   240816P04525000,B,50
2024-01-25T20:59:07.152518374Z,SPX   240216C05050000,S,50
2024-01-25T19:16:01.977990385Z,SPX   240216C05050000,B,50
2024-01-25T18:58:41.776122045Z,SPX   240216P04590000,S,50
2024-01-25T15:09:54.759673596Z,SPX   240216P04590000,B,50
2024-01-25T19:14:57.910806921Z,SPX   240216P04610000,S,50
2024-01-25T15:10:09.681758785Z,SPX   240216P04610000,B,50
2024-01-25T20:37:34.809804781Z,SPX   240216C04790000,S,50
2024-01-25T19:51:17.174345508Z,SPX   240216C04790000,B,50
2024-01-25T21:03:41.512036438Z,SPX   240216C04720000,S,50
2024-01-25T20:40:24.791535761Z,SPX   240216C04720000,B,50
2024-01-25T18:04:57.260407645Z,SPX   250117P05150000,S,50
